date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country
11-05-2009,14:04,ca. 2 min,4700 Næstved,1,"grøn, sølv",,2009,2,120,Danmark
11-05-2009,20:20,ca. ½ t,2625 Vallensbæk,1,sølv,,2009,2,0,Danmark
12-05-2009,22:50,5–7 min,8585 Glesborg,2,hvid,,2009,2,420,Danmark
16-05-2009,23:30,15–20 min,2800 Lyngby,2,"orange, rød",,2009,2,1200,Danmark
16-05-2009,23:58,ca. 6–10 min,2860 Søborg,1,rød,,2009,2,600,Danmark
17-05-2009,23:55,10 min,2800 Lyngby,2,rød,,2009,2,600,Danmark
19-05-2009,22:10,1 min,8930 Randers NØ,1,hvid,,2009,2,60,Danmark
19-05-2009,22:20,10 sek,8320 Mårslet,1,gul,,2009,2,10,Danmark
19-05-2009,22:35,ca. 1 min,8990 Fårup,2,hvid,,2009,2,60,Danmark
21-05-2009,22:50,3 min,8210 Århus V,2,ukendt,,2009,2,180,Danmark
22-05-2009,23:15,ca. 2–3 min,7160 Tørring,1,ukendt,,2009,2,180,Danmark
24-05-2009,04:55,3 min,"Hurghada, Egypten",1,"blå, gul",,2009,2,180,Danmark
30-05-2009,22:00,10 min,2300 Sundby,4,ukendt,,2009,2,600,Danmark
30-05-2009,23:00,4 min,3000 Helsingør,2,gul,,2009,2,240,Danmark
30-05-2009,23:30,ca. 1 min,1112 København K,12,"hvid, rød",,2009,2,60,Danmark
30-05-2009,23:30,ca. 10 min,1174 København K,2,gul,,2009,2,600,Danmark
30-05-2009,23:45,5 min,"8444 Ørup,  Balle",1,rød,,2009,2,300,Danmark
31-05-2009,12:30,ca. 6–7 sek,9430 Vadum,1,sort,,2009,2,7,Danmark
31-05-2009,22:50,2–3 sek,Rømø-dæmningen6792 Rømø,2,"grøn, gul, hvid",meteor,2009,2,3,Danmark
31-05-2009,23:20,10 min,8382 Søften,2,rød,,2009,2,600,Danmark
31-05-2009,23:35,ca. 10 min,8700 Horsens,1,"gul, rød",,2009,2,600,Danmark
20-06-2009,23:35,ca. 5 min,"8680 Tulstrup,  Ry",1,ukendt,,2009,2,300,Danmark
21-06-2009,00:00,5–10 min,9000 Aalborg,5,"gul, orange",varmluftballonerfotosag,2009,2,600,Danmark
21-06-2009,00:26,fle­re min,9000 Aalborg,1,rød,varmluftballonerfotosag,2009,2,0,Danmark
22-06-2009,21:15,5–10 min,2830 Virum,2,hvid,,2009,2,600,Danmark
23-06-2009,16:40,3 min,2880 Bagsværd,1,brun,,2009,2,180,Danmark
23-06-2009,20:51,5–10 min,2650 Hvidovre,4,hvid,,2009,2,600,Danmark
27-06-2009,11:35,ca. 2 min pr. objekt,"8600 Torvet,  Silkeborg",1,ukendt,,2009,2,120,Danmark
28-06-2009,01:30,5 min,2100 København Ø,1,"hvid, rød",,2009,2,300,Danmark
28-06-2009,22:45,5 min,4621 Gadstrup,1,"hvid, rød, sort",varmluftballoner,2009,2,300,Danmark
28-06-2009,18:55,4 min,"3760 Østerlars,  Gudhjem",2,hvid,fotosag,2009,3,240,Danmark
30-06-2009,00:00,1–2 min,8700 Horsens,1,sort,,2009,3,120,Danmark
03-07-2009,03:05,30 min,4780 Lendemarke,2,"blå, grøn, gul",,2009,3,1800,Danmark
04-07-2009,23:35,1 min,3520 Farum,2,gul,,2009,3,60,Danmark
05-07-2009,00:19,1 min,2100 København Ø,2,ukendt,varmluftballoner,2009,3,60,Danmark
06-07-2009,21:30,"2,3,4 min",8200 Århus N,1,"hvid, sølv",,2009,3,240,Danmark
08-07-2009,01:00,12 min,4690 Haslev,1,hvid,,2009,3,720,Danmark
09-07-2009,23:54,ca. 2 min,8883 Gjern,1,hvid,,2009,3,120,Danmark
12-07-2009,00:10,1–2 min,8340 Malling,1,gul,,2009,3,120,Danmark
12-07-2009,20:35,ca. 5 min,8900 Randers,2,"blå, rød, sort",se beretning,2009,3,300,Danmark
14-07-2009,22:37,3–4 min,1263 København K,2,gul,varmluftballoner se beretning fotosag,2009,3,240,Danmark
14-07-2009,00:00,2–3 min,4780 Råbylille Strand  Stege,4,"gul, orange, sort",,2009,3,180,Danmark
16-07-2009,22:50,ca. 2 t,4200 Slagelse,6,hvid,,2009,3,7200,Danmark
16-07-2009,23:21,30 sek,2750 Ballerup,2,hvid,,2009,3,30,Danmark
16-07-2009,23:24,1 min,4000 Herslev Strand  Roskilde,1,hvid,,2009,3,60,Danmark
17-07-2009,00:55,ca. 30 sek,"8653 Salten,  Them",2,blå,,2009,3,30,Danmark
17-07-2009,01:11,ca. 1 t,4690 Haslev,1,gul,,2009,3,3600,Danmark
18-07-2009,22:40,3–4 min,"3390 Torup,  Hundested",2,"hvid, rød",,2009,3,240,Danmark
18-07-2009,22:45,4 min,"3140 Apperup,  Ålsgårde",2,"gul, orange",,2009,3,240,Danmark
19-07-2009,01:01,3 min,2670 Greve,2,ukendt,,2009,3,180,Danmark
19-07-2009,22:35,5 min,"6300 Sønderhav,  Gråsten",4,ukendt,,2009,3,300,Danmark
21-07-2009,01:22,ca. 1 min,2770 Kastrup,1,"blå, gul, pink",,2009,3,60,Danmark
22-07-2009,00:35,5–6 sek,7570 Vemb,1,hvid,,2009,3,6,Danmark
24-07-2009,22:15,30 min,6000 Kolding,2,ukendt,,2009,3,1800,Danmark
26-07-2009,22:12,ca. 2 min,2670 Greve,1,hvid,,2009,3,120,Danmark
26-07-2009,22:50,5–10 min,"6100 Hoptrup,  Haderslev",4,ukendt,,2009,3,600,Danmark
28-07-2009,03:12,15 min,"8700 Forum,  Horsens",2,hvid,,2009,3,900,Danmark
31-07-2009,23:45,ca. 10 sek,6000 Kolding,1,"brun, rød",,2009,3,10,Danmark
01-08-2009,16:00,1–3 min,1900 Frederiksberg C,1,"grå, sort",,2009,3,180,Danmark
01-08-2009,22:10,2–3 min,8270 Højbjerg,4,ukendt,,2009,3,180,Danmark
01-08-2009,22:16,3 min,8270 Højbjerg,2,ukendt,,2009,3,180,Danmark
01-08-2009,23:35,20 min,4534 Hørve,2,rød,,2009,3,1200,Danmark
02-08-2009,00:10,3–5 min,"5600 Horne Kirke,  Fåborg",1,ukendt,se beretning,2009,3,300,Danmark
02-08-2009,00:14,45 min,6760 Ribe,2,grå,,2009,3,2700,Danmark
03-08-2009,21:15,30 sek,2670 Greve,2,hvid,,2009,3,30,Danmark
03-08-2009,22:40,1½ min,5610 Assens,1,ukendt,,2009,3,60,Danmark
05-08-2009,00:00,3–4 min,4200 Mullerup Havn  Slagelse,4,"grøn, rød",,2009,3,240,Danmark
05-08-2009,22:52,2 min,6200 Aabenraa,1,ukendt,,2009,3,120,Danmark
08-08-2009,11:10,5–7 min,6700 Esbjerg,10,"orange, rød",,2009,3,420,Danmark
08-08-2009,22:00,8–10 sek,3400 Hjortespringet  Hillerød,4,rød,,2009,3,10,Danmark
08-08-2009,22:36,3 min,"4281 Reersø,  Gørlev",3,ukendt,,2009,3,180,Danmark
08-08-2009,23:20,10 min,5462 Morud,3,"orange, rød",varmluftballoner fotosag,2009,3,600,Danmark
09-08-2009,00:30,3–5 min,2700 Brønshøj,2,ukendt,,2009,3,300,Danmark
15-08-2009,22:00,10 min,4700 Næstved,4,ukendt,,2009,3,600,Danmark
15-08-2009,22:00,30 sek,4873 Elkenøre  Væggerløse,3,ukendt,,2009,3,30,Danmark
15-08-2009,22:10,1–2 min,3250 Gilleleje,2,rød,,2009,3,120,Danmark
15-08-2009,22:23,4 sek,2700 Brønshøj,1,ukendt,,2009,3,4,Danmark
15-08-2009,23:15,ca. 5–6 sek,"8361 Kolt,  Hasselager",1,gul,,2009,3,6,Danmark
16-08-2009,00:15,ca. 15 min,2900 Hellerup,4,ukendt,,2009,3,900,Danmark
16-08-2009,00:20,ca. 30 sek,2920 Charlottenlund,2,gul,,2009,3,30,Danmark
16-08-2009,00:40,4–7 min,5881 Skårupøre Camping  Skårup Fyn,1,"orange, rød",,2009,3,420,Danmark
16-08-2009,23:40,ca. 30 sek,6400 Sønderborg,2,hvid,,2009,3,30,Danmark
21-08-2009,18:15,4 min,4900 Nakskov,2,sort,,2009,3,240,Danmark
21-08-2009,23:30,2–3 min,2650 Hvidovre,1,gul,,2009,3,180,Danmark
21-08-2009,23:45,ca. 3 min,2650 Hvidovre,2,rød,,2009,3,180,Danmark
21-08-2009,23:45,2–3 min,2650 Hvidovre,2,"gul, rød",,2009,3,180,Danmark
22-08-2009,20:30,5 min,4281 Gørlev Sukkerfabrik  Gørlev,5,"brun, gul",,2009,3,300,Danmark
22-08-2009,22:24,1½‑2 min,3450 Allerød,2,"gul, rød",,2009,3,120,Danmark
22-08-2009,22:38,3–5 min,4500 Nykøbing Sj.,3,"orange, rød",,2009,3,300,Danmark
22-08-2009,22:45,5 min,8240 Risskov,1,"orange, rød",se beretning,2009,3,300,Danmark
22-08-2009,23:00,5 min,8240 Risskov,2,"gul, orange, rød",,2009,3,300,Danmark
23-08-2009,00:30,ca. 30,8600 Silkeborg,2,"hvid, rød",,2009,3,1800,Danmark
23-08-2009,00:30,10 min,8600 Silkeborg,2,"gul, rød",,2009,3,600,Danmark
23-08-2009,00:30,15 min,8660 Skanderborg,2,ukendt,,2009,3,900,Danmark
23-08-2009,00:00,2–3 min,S‑251 89 Hälsingborg,1,grå,,2009,3,180,Danmark
24-08-2009,21:50,10 sek,4863 Eskilstrup,1,ukendt,Iridium-satellit,2009,3,10,Danmark
30-08-2009,00:15,ca. 5 min,5792 Årslev,1,rød,,2009,3,300,Danmark
30-08-2009,03:35,ca. 3 min,6092 Stenderup,1,ukendt,,2009,3,180,Danmark
01-09-2009,03:32,10 sek,6400 Sønderborg,2,hvid,,2009,3,10,Danmark
01-09-2009,05:05,ca. 12 min,6400 Sønderborg,1,ukendt,Venus,2009,3,720,Danmark
04-09-2009,00:00,få sek,2605 Brøndby,1,hvid,,2009,3,0,Danmark
05-09-2009,23:00,10 min,4600 Strøby Egende  Køge,5,rød,,2009,3,600,Danmark
06-09-2009,01:05,10–15 min,5230 Odense M,1,rød,,2009,3,900,Danmark
06-09-2009,01:15,10 min,5230 Odense M,1,rød,,2009,3,600,Danmark
06-09-2009,01:30,?,5230 Odense SØ,1,ukendt,,2009,3,0,Danmark
13-09-2009,19:36,14 sek,5220 Odense SØ,1,"grå, sort",fotosag meteorologisk fænomen,2009,3,14,Danmark
13-09-2009,21:00,10 min,9430 Vadum,2,"hvid, rød",se beretning,2009,3,600,Danmark
13-09-2009,22:15,45 min,8541 Skødstrup,2,hvid,,2009,3,2700,Danmark
14-09-2009,13:30,18–20 sek,2800 Kgs. Lyngby,1,ukendt,,2009,3,20,Danmark
18-09-2009,14:18,15 + 7 sek,3730 Nexø,1,"grå, hvid",,2009,3,7,Danmark
18-09-2009,21:05,ca. 10 min,3730 Ferskesøparken  Nexø,5,"gul, hvid",,2009,3,600,Danmark
19-09-2009,20:20,5 min,4600 Køge,4,"orange, rød",,2009,3,300,Danmark
19-09-2009,21:20,5 min,4600 Køge,6,"orange, rød",,2009,3,300,Danmark
19-09-2009,21:30,?,8700 Horsens,3,ukendt,se beretning,2009,3,0,Danmark
19-09-2009,22:20,1–2 min,9560 Hadsund,2,"hvid, rød",varmluftballoner,2009,3,120,Danmark
19-09-2009,22:30,ca. 3–5 min,4070 Kr. Hyllinge,4,"gul, orange",,2009,3,300,Danmark
19-09-2009,22:45,5 min,4930 Maribo,2,rød,,2009,3,300,Danmark
19-09-2009,23:05,20 min,1663 København V,3,ukendt,,2009,3,1200,Danmark
19-09-2009,23:12,20 min,1550 Rådhuspladsen  København V,5,ukendt,,2009,3,1200,Danmark
20-09-2009,00:15,ca. 10 min,7000 Fredericia,3,"gul, orange",,2009,3,600,Danmark
20-09-2009,20:28,3–4 min,3480 Fredensborg,7,ukendt,,2009,3,240,Danmark
21-09-2009,21:53,4 min,2630 Taastrup,2,"hvid, orange",,2009,3,240,Danmark
23-09-2009,23:20,25 min,8930 Randers NØ,2,hvid,,2009,3,1500,Danmark
27-07-2008,01:50,2 min,3660 Stenløse,1,hvid,se beretning,2009,4,120,Danmark
19-09-2009,00:00,?,"5610 Gamtofte,  Assens",1,"grøn, rød",se beretning,2009,4,0,Danmark
05-10-2009,19:40,ca. 5 min,8300 Odder,2,"gul, hvid",se beretning,2009,4,300,Danmark
05-10-2009,20:00,ca. 2 min,8300 Odder,3,ukendt,se beretning,2009,4,120,Danmark
13-10-2009,18:55,1 min,7451 Ilskov,1,hvid,meteorse beretning,2009,4,60,Danmark
13-10-2009,19:00,ca. 4 sek,6230 Rødekro,1,hvid,meteorse beretning,2009,4,4,Danmark
14-10-2009,21:45,4 min,9900 Frederikshavn,2,ukendt,se beretning,2009,4,240,Danmark
14-10-2009,23:00,ca. 4 min,2800 Lyngby,1,gul,se beretning,2009,4,240,Danmark
17-10-2009,19:40,2 min,9982 Aalbæk,5,gul,se beretning,2009,4,120,Danmark
17-10-2009,19:45,1 min,9982 Aalbæk,3,"hvid, rød",se beretning,2009,4,60,Danmark
17-10-2009,22:00,ca. 60 sek,Hindsgavl Camping5500 Middelfart,2,rød,varmluftballonerse beretning,2009,4,60,Danmark
17-10-2009,22:34,ca. 1 min,6670 Holsted,1,"blå, hvid",se beretning,2009,4,60,Danmark
29-10-2009,18:00,3 min,8960 Randers SØ,1,ukendt,se beretning,2009,4,180,Danmark
14-11-2009,23:30,ca. 5 min,Slagelse Sygehus4200 Slagelse,3,ukendt,varmluftballonerse beretning,2009,4,300,Danmark
17-11-2009,02:30,30 min,8340 Malling,1,"hvid, rød",se beretning,2009,4,1800,Danmark
19-11-2009,23:20,10 sek,2400 København NV,2,"orange, rød",se beretning,2009,4,10,Danmark
20-11-2009,06:59,"0,5 sek","8800 Mønsted,  Viborg",1,"gul, hvid",meteorse beretning,2009,4,5,Danmark
11-12-2009,20:15,ca. 30 min,6379 Ørnhøj,2,"gul, hvid",se beretning,2009,4,1800,Danmark
14-12-2009,22:10,20 sek,8700 Horsens,1,"gul, rød",se beretning,2009,4,20,Danmark
14-12-2009,22:12,20–30 sek,8700 Horsens,1,ukendt,se beretning,2009,4,30,Danmark
15-12-2009,18:17,3–5 sek,9440 Aabybro,1,gul,se beretning,2009,4,5,Danmark
19-12-2009,21:58,3–4 sek,7400 Herning,1,ukendt,se beretning,2009,4,4,Danmark
24-12-2009,23:40,1–2 min,4700 Næstved,2,gul,se beretning,2009,4,120,Danmark
25-12-2009,23:00,8–10 min,Munkerup3120 Dronningmølle,1,ukendt,se beretning,2009,4,600,Danmark
27-12-2009,21:15,1–2 min,2990 Nivå,2,hvid,se beretning,2009,4,120,Danmark
15-06-1980,12:00,2–5 min,9850 Hirtshals,2,sølv,,2008,1,300,Danmark
29-06-2004,22:30,1–2 min,4000 Roskilde,2,hvid,,2008,1,120,Danmark
15-09-2006,21:00,ca. 10 min,3910 Sønder Strømfjord Grønland,5,ukendt,se beretning,2008,1,600,Danmark
02-06-2007,23:25,5–10 min,3790 Hasle,1,"hvid, rød",,2008,1,600,Danmark
09-10-2007,12:25,10 sek,"Titicacasøen, Bolivia",1,grå,,2008,1,10,Danmark
31-12-2007,01:15,7–8 sek,5000 Odense,1,"grøn, rød",,2008,1,8,Danmark
01-01-2008,00:20,5–7 min,2950 Vedbæk,1,ukendt,,2008,1,420,Danmark
01-01-2008,11:00,få sek,2740 Skovlunde,2,sort,,2008,1,0,Danmark
10-01-2008,19:02,2–3 min,Langesø skovene5462 Morud,1,hvid,,2008,1,180,Danmark
11-01-2008,22:03,3–4 min,4771 Kalvehave,1,ukendt,,2008,1,240,Danmark
18-01-2008,08:15,10 min,7430 Ikast,1,hvid,,2008,1,600,Danmark
19-01-2008,23:00,1–2 min,5350 Rynkeby,1,ukendt,,2008,1,120,Danmark
22-01-2008,15:30,5 sek,2200 København N,1,"grå, rød",,2008,1,5,Danmark
27-01-2008,21:00,1–2 sek,6400 Sønderborg,1,"hvid, rød",,2008,1,2,Danmark
27-01-2008,21:20,1–3 sek,5600 Fåborg,1,"blå, gul",ildkugle,2008,1,3,Danmark
27-01-2008,21:20,ca. 2 sek,Vadsby2640 Hedehusene,2,"hvid, rød",ildkugle,2008,1,2,Danmark
27-01-2008,21:50,4 sek,2300 København S,2,"blå, grøn, sølv",,2008,1,4,Danmark
31-01-2008,22:25,2 min,"8464 Langelinje mellem Sjelle og Herskind,  Galten",1,hvid,se beretning,2008,1,120,Danmark
02-02-2008,18:50,10 sek,7200 Grindsted,2,ukendt,,2008,1,10,Danmark
02-02-2008,20:00,ca. 5 min,landevej mellem Aidt og Houlbjerg8881 Thorsø,2,ukendt,,2008,1,300,Danmark
07-02-2008,20:40,ca. 2 min,4760 Vordingborg,1,"gul, hvid",,2008,1,120,Danmark
08-02-2008,20:30,5 min,landevej mellem Truust og Sminge8882 Fårvang,2,ukendt,,2008,1,300,Danmark
08-02-2008,22:46,5 sek,8543 motortrafikvej ved  Hornslet,2,grøn,,2008,1,5,Danmark
11-02-2008,18:00,30–40 sek,6200 Aabenraa,3,hvid,,2008,1,40,Danmark
11-02-2008,18:05,1 min,Ore Strand4760 Vordingborg,1,hvid,,2008,1,60,Danmark
14-02-2008,18:45,2–3 sek,Vårby Bakke4200 Slagelse,1,"blå, grøn, rød",,2008,1,3,Danmark
15-02-2008,19:45,3–4 sek,2000 Frederiksberg,1,gul,,2008,1,4,Danmark
15-02-2008,21:38,2 sek,9520 Skørping,1,blå,,2008,1,2,Danmark
16-02-2008,17:08,4 min,7430 Ikast,1,ukendt,,2008,1,240,Danmark
18-02-2008,20:40,10–15 min,7000 Fredericia,2,hvid,se beretning,2008,1,900,Danmark
25-02-2008,23:00,10–15 sek,6740 Bramming,2,gul,,2008,1,15,Danmark
06-03-2008,23:35,5 sek,3450 Allerød,1,ukendt,,2008,1,5,Danmark
07-03-2008,21:15,3–4 min,2920 Charlottenlund,1,ukendt,,2008,1,240,Danmark
19-03-2008,22:53,30 sek,5270 Odense N,1,hvid,,2008,1,30,Danmark
19-03-2008,22:56,3–5 sek,4230 Skælskør,1,hvid,,2008,1,5,Danmark
23-03-2008,00:05,10–15 sek,6000 Kolding,1,grøn,,2008,1,15,Danmark
26-03-2008,20:32,1 min,8410 Rønde,1,"gul, hvid",,2008,1,60,Danmark
28-03-2008,20:20,5 min,5800 Nyborg,2,hvid,,2008,1,300,Danmark
29-03-2008,20:20,ca. 5 min,5800 Nyborg,3,hvid,,2008,1,300,Danmark
31-03-2008,22:45,30 sek,"7800 Resen,  Skive",2,ukendt,,2008,1,30,Danmark
05-08-2007,22:00,5–6 min,Industrihavnen5700 Svendborg,4,ukendt,,2008,2,360,Danmark
04-03-2008,00:25,25 sek,Hyrdehøj4000 Roskilde,2,grå,,2008,2,25,Danmark
30-03-2008,06:05,20 min,"6840 Filsø,  Henne",1,"gul, orange",,2008,2,1200,Danmark
01-04-2008,21:00,15 min,7400 Herning,2,hvid,,2008,2,900,Danmark
02-04-2008,21:30,3 min,ved Brabrandsøen8230 Åbyhøj,2,ukendt,,2008,2,180,Danmark
03-04-2008,22:30,ca. 10 min,8200 Århus N,2,gul,,2008,2,600,Danmark
09-04-2008,23:40,ca. 20 min,8340 Malling,1,gul,,2008,2,1200,Danmark
11-04-2008,01:47,et par min,5220 Odense SØ,1,"hvid, rød",,2008,2,0,Danmark
14-04-2008,22:00,under 1 min,Saltbæk4400 Kalundborg,1,grøn,,2008,2,60,Danmark
18-04-2008,22:20,20 min,2610 Rødovre,1,ukendt,,2008,2,1200,Danmark
20-04-2008,20:20,ca. 4 min,"8250 Skæring,  Egå",2,ukendt,,2008,2,240,Danmark
20-04-2008,21:40,2 min,8250 Egå,2,ukendt,,2008,2,120,Danmark
24-04-2008,21:48,ca. 20 min,Skovshoved2920 Charlottenlund,5,"gul, rød",,2008,2,1200,Danmark
25-04-2008,00:05,20 sek,3700 Rønne,1,hvid,,2008,2,20,Danmark
01-05-2008,23:59,10 sek,Marbæk6700 Esbjerg,1,"grøn, rød",,2008,2,10,Danmark
03-05-2008,22:30,10 min,8000 Århus C,2,"blå, rød",,2008,2,600,Danmark
08-05-2008,22:35,5 min,Tåsinge5700 Svendborg,1,ukendt,,2008,2,300,Danmark
09-05-2008,02:09,ca. 7 min,5400 Bogense,3,gul,,2008,2,420,Danmark
10-05-2008,22:50,5 min,5400 Bogense,2,ukendt,se beretning,2008,2,300,Danmark
11-05-2008,00:55,ca. 15 sek,5882 Vejstrup,1,"grøn, rød",,2008,2,15,Danmark
11-05-2008,04:00,8 min,Ganløse3660 Stenløse,1,hvid,Den internationale Rumstation ISS,2008,2,480,Danmark
11-05-2008,21:10,ca. 20 min,8362 Hørning,2,sort,,2008,2,1200,Danmark
11-05-2008,22:15,5 sek,7500 Holstebro,1,hvid,,2008,2,5,Danmark
11-05-2008,22:40,15–30 sek,4700 Næstved,6,hvid,,2008,2,30,Danmark
11-05-2008,00:00,ca. 1 min,Torøhuse5610 Assens,10,ukendt,foto,2008,2,60,Danmark
16-05-2009,02:47,1–2 min,5250 Odense SV,2,hvid,se beretningDen internationale Rumstation ISS,2008,2,120,Danmark
17-05-2008,21:30,5–10 min,5000 Odense C,3,gul,varmluftballoner,2008,2,600,Danmark
17-05-2008,22:00,?,5230 Odense M,2,gul,varmluftballoner,2008,2,0,Danmark
17-05-2008,22:20,10–15 min,5000 Odense C,2,ukendt,varmluftballoner,2008,2,900,Danmark
17-05-2008,22:30,10 min,5230 Odense M,8,ukendt,varmluftballoner,2008,2,600,Danmark
17-05-2008,22:30,10 min,5000 Odense C,2,gul,varmluftballoner,2008,2,600,Danmark
17-05-2008,22:35,4–5 min,5230 Odense M,1,"gul, orange",varmluftballoner,2008,2,300,Danmark
17-05-2008,22:35,5 min,5000 Odense C,5,ukendt,varmluftballoner,2008,2,300,Danmark
17-05-2008,22:40,5–10 min,5000 Odense C,4,ukendt,varmluftballoner,2008,2,600,Danmark
17-05-2008,22:40,5–6 min,5000 Odense C,2,gul,varmluftballoner,2008,2,360,Danmark
17-05-2008,22:50,3 min,5000 Odense C,2,ukendt,varmluftballoner,2008,2,180,Danmark
20-05-2008,23:15,ca. 10–15 min,"6100 Taps,  Haderslev",1,rød,,2008,2,900,Danmark
22-05-2008,00:00,ca. 5 min,8983 Øster Tørslev,2,hvid,,2008,2,300,Danmark
23-05-2008,00:40,2 min,4200 Slagelse,1,hvid,,2008,2,120,Danmark
23-05-2008,01:00,2–3 min,5932 Humble,1,hvid,,2008,2,180,Danmark
24-05-2008,01:02,1–2 min,5260 Odense S,1,hvid,Den internationale Rumstation ISS,2008,2,120,Danmark
24-05-2008,20:00,1 min,2650 Hvidovre,1,rød,,2008,2,60,Danmark
25-05-2008,23:45,1 min,7600 Struer,1,ukendt,,2008,2,60,Danmark
26-05-2008,00:00,ca. 5 min,8983 Øster Tørslev,2,hvid,,2008,2,300,Danmark
26-05-2008,22:55,7 min,2720 Vanløse,1,ukendt,Den internationale Rumstation ISS,2008,2,420,Danmark
31-05-2008,22:40,1–2 min,3060 Espergærde,2,sort,varmluftballoner,2008,2,120,Danmark
01-06-2008,23:31,30 sek,4760 Vordingborg,3,ukendt,,2008,2,30,Danmark
03-06-2008,00:50,4–5 min,4571 Grevinge,1,ukendt,,2008,2,300,Danmark
07-06-2008,00:20,3 min,8700 Horsens,2,"gul, hvid",,2008,2,180,Danmark
07-06-2008,23:20,15–20 min,5792 Årslev,4,"gul, hvid",,2008,2,1200,Danmark
07-06-2008,24:00,5–6 min,8700 Horsens,2,rød,,2008,2,360,Danmark
08-06-2008,02:50,over 10 min,7300 Jelling,1,ukendt,,2008,2,600,Danmark
16-06-2008,00:45,? min,8210 Århus V,2,gul,se beretning,2008,2,0,Danmark
18-06-2008,23:42,5 sek,Ø. Bjerregrav8900 Randers,1,grøn,,2008,2,5,Danmark
18-06-2008,22:45,ca. 10 sek,Vejgård9000 Aalborg,1,grøn,,2008,2,10,Danmark
18-06-2008,23:46,3 sek,8471 Sabro,1,"blå, gul",,2008,2,3,Danmark
18-06-2008,23:46,2 sek,8520 Lystrup,2,ukendt,,2008,2,2,Danmark
19-06-2008,00:41,ca. 1 min,8210 Århus V,2,gul,se beretning,2008,2,60,Danmark
21-06-2008,23:00,?,5500 Middelfart,4,ukendt,,2008,2,0,Danmark
22-06-2008,01:00,ca. 30 min,3520 Farum,4,ukendt,varmluftballoner,2008,2,1800,Danmark
22-06-2008,01:00,ca. 30 min,3520 Farum,4,ukendt,varmluftballoner,2008,2,1800,Danmark
22-06-2008,02:10,20–30 min,3520 Farum,16,gul,se beretning,2008,2,1800,Danmark
22-06-2008,03:36,ca. 7–10 min,"2791 Søvang,  Dragør",3,gul,,2008,2,600,Danmark
23-06-2008,21:00,?,3740 Svaneke,1,hvid,,2008,2,0,Danmark
25-06-2008,00:00,ca. 1 t,"8870 Houlbjerg,  Langå",1,"gul, hvid",,2008,2,3600,Danmark
25-06-2008,20:00,ca. 20 min,"8752 Yding,  Østbirk",5,sort,,2008,2,1200,Danmark
29-06-2008,23:15,1 min,8000 Århus C,1,gul,,2008,2,60,Danmark
15-07-1960,16:00,5–10 min,2870 Nærum,100,ukendt,,2008,3,600,Danmark
18-04-1979,23:41,3–4 min,2650 Hvidovre,2,hvid,,2008,3,240,Danmark
15-06-2007,00:00,10–15 min,3480 Fredensborg,2,gul,se beretning,2008,3,900,Danmark
12-06-2008,22:30,15 min,4700 Næstved,1,rød,,2008,3,900,Danmark
01-07-2008,16:30,20 sek,9510 Brøndbjerg,1,grå,,2008,3,20,Danmark
03-07-2008,00:15,4–5 min,2740 Skovlunde,1,rød,,2008,3,300,Danmark
03-07-2008,23:00,15 min,Rendbjerg6320 Egernsund,4,ukendt,fotosag,2008,3,900,Danmark
04-07-2008,01:45,?,8000 Århus C,2,ukendt,,2008,3,0,Danmark
05-07-2008,23:50,10–15 sek,9370 Hals,2,ukendt,Iridium-satellitse forklaring,2008,3,15,Danmark
06-07-2008,00:40,30–45 sek,2980 Kokkedal,2,hvid,,2008,3,45,Danmark
06-07-2008,13:15,?,4320 Lejre,3,sølv,fotosag,2008,3,0,Danmark
06-07-2008,22:45,5–10 min,7190 Billund,3,"hvid, orange",,2008,3,600,Danmark
07-07-2008,22:00,10–20 sek,6700 Esbjerg,1,ukendt,Månen,2008,3,20,Danmark
07-07-2008,23:45,1 min,8700 Horsens,1,"pink, rød",,2008,3,60,Danmark
10-07-2008,03:41,5 sek,Skt. Clemens5260 Odense S,2,hvid,Den internationale Rumstation ISS,2008,3,5,Danmark
12-07-2008,23:30,15 min,3050 Humlebæk,2,"gul, orange",,2008,3,900,Danmark
20-07-2008,00:15,10–20 min,Herrested5853 Ørbæk,1,rød,se beretning,2008,3,1200,Danmark
20-07-2008,22:04,ca. 3 min,"Caldonazzo,",50,rød,,2008,3,180,Italien
21-07-2008,00:40,ca. 2 min,9530 Volsted,1,hvid,,2008,3,120,Danmark
23-07-2008,18:25,5 min,4690 Haslev,1,"rød, sølv",,2008,3,300,Danmark
23-07-2008,22:45,5 min,Marielysr4873 Væggerløse,5,gul,,2008,3,300,Danmark
23-07-2008,23:00,1 min,7600 Struer,1,ukendt,,2008,3,60,Danmark
23-07-2008,24:00,ca. 3–4 min,7080 Børkop,4,ukendt,,2008,3,240,Danmark
24-07-2008,00:15,20 min,6720 Fanø,1,"hvid, sort",,2008,3,1200,Danmark
25-07-2008,13:15,10 min,8600 Silkeborg,1,hvid,,2008,3,600,Danmark
25-07-2008,22:30,5 sek,Nybøl6400 Sønderborg,1,hvid,,2008,3,5,Danmark
25-07-2008,22:40,4 sek,5270 Odense N,1,hvid,,2008,3,4,Danmark
25-07-2008,23:10,ca. 30 min,9560 Hadsund,1,"blå, grøn, gul, rød",stjerner + meteor,2008,3,1800,Danmark
