date,start_time,duration,location,witnesses,colors,remarks,year,quarter,duration_seconds,country
25-02-2013,18:48,3–4 sek,"7100 Lindved,  Vejle",1,sort,se beretning,2013,1,4,Danmark
25-02-2013,19:07,4–5 min,2100 København Ø,1,rød,se beretningfotosag,2013,1,300,Danmark
26-02-2013,14:40,8 min,3400 Hillerød,1,sort,se beretning,2013,1,480,Danmark
27-02-2013,19:30,20–30 min,2800 Lyngby,3,gul,Ballonerse beretning,2013,1,1800,Danmark
01-03-2013,18:00,5 min,9330 Agersted,1,gul,se beretning,2013,1,300,Danmark
03-03-2013,06:30,få sek,"8543 Skader,  Hornslet",1,blå,kortsluttede luftledningerse beretning,2013,1,0,Danmark
03-03-2013,20:22,3–4 sek,4450 Jyderup,1,ukendt,se beretning,2013,1,4,Danmark
03-03-2013,20:45,ca. 5 min,8970 Havndal,1,gul,se beretning,2013,1,300,Danmark
03-03-2013,21:21,7 sek,2100 København Ø,2,rød,se beretning,2013,1,7,Danmark
10-03-2013,22:20,30 sek,5000 Odense C,1,ukendt,se beretning,2013,1,30,Danmark
14-03-2013,21:45,1–3 sek,8381 Tilst,1,"hvid, rød",se beretning,2013,1,3,Danmark
15-03-2013,21:00,2–3 min,25662 HelsingborgSverige,2,ukendt,se beretning,2013,1,180,Sverige
25-03-2013,21:07,ca. 1–2 sek,7000 Fredericia,2,hvid,se beretning,2013,1,2,Danmark
30-03-2013,23:30,2 min,FO-100 Torshavn,2,ukendt,se beretning,2013,1,120,Danmark
15-10-2010,22:50,5–6 min,2760 Måløv/ Ballerup,3,blå,se beretning,2013,2,360,Danmark
28-03-2013,21:42,5–8 sek,4990 Sakskøbing,1,rød,se beretning,2013,2,8,Danmark
31-03-2013,20:55,3–5 min,8740 Brædstrup,2,ukendt,se beretning,2013,2,300,Danmark
01-04-2013,20:30,ca. 15 sek,9380 Vestbjerg,1,hvid,se beretning,2013,2,15,Danmark
01-04-2013,22:30,fle­re t,4230 Skælskør,1,"blå, grøn, rød",se beretning,2013,2,0,Danmark
02-04-2013,21:00,ca. 30 min,7000 Fredericia,3,"gul, hvid, rød",se beretning Jupiter,2013,2,1800,Danmark
02-04-2013,21:04,1 t+,6400 Sønderborg,3,"blå, grøn, gul, hvid, rød",se beretning Jupiter,2013,2,3600,Danmark
02-04-2013,24:00,ca. 2 t,8600 Silkeborg,2,ukendt,se beretning Jupiter,2013,2,7200,Danmark
04-04-2013,23:50,?,"7600 Linde,  Struer",2,"blå, grøn, gul, hvid, rød",se beretning,2013,2,0,Danmark
05-04-2013,21:12,5 min,2620 Albertslund,3,ukendt,se beretning,2013,2,300,Danmark
15-04-2013,21:41,1–3 sek,7000 Fredericia,2,ukendt,se beretning,2013,2,3,Danmark
15-04-2013,23:47,4 min,5400 Bogense,1,hvid,se beretning,2013,2,240,Danmark
20-04-2013,22:45,2–4 min,2650 Hvidovre,1,rød,se beretning,2013,2,240,Danmark
26-04-2013,21:50,15 min,6000 Kolding,1,ukendt,Balloner se beretning fotosag,2013,2,900,Danmark
26-04-2013,23:00,10 min,4200 Slagelse,2,ukendt,se beretning,2013,2,600,Danmark
27-04-2013,00:30,15 min,2650 Hvidovre,2,"hvid, orange, rød",Balloner se beretning,2013,2,900,Danmark
27-04-2013,21:30,3 min,"3250 Smidstrup,  Gilleleje",2,rød,se beretning,2013,2,180,Danmark
28-04-2013,22:00,ca. 5 min,5700 Svendborg,2,gul,se beretning,2013,2,300,Danmark
03-05-2013,22:00,1–2 min,6830 Nørre Nebel,1,"orange, rød",se beretning,2013,2,120,Danmark
05-05-2013,02:40,max. 5 sek,8830 Tjele,1,"gul, hvid",se beretning,2013,2,5,Danmark
05-05-2013,22:49,17 sek,2970 Hørsholm,1,hvid,se beretning,2013,2,17,Danmark
07-05-2013,00:35,ca. 40 sek,2620 Albertslund,3,hvid,se beretning,2013,2,40,Danmark
09-05-2013,22:30,ca. 5 min,4683 Rønnede,2,rød,Balloner se beretning,2013,2,300,Danmark
11-05-2013,22:40,2 min,3630 Jægerspris,3,ukendt,se beretning,2013,2,120,Danmark
11-05-2013,23:00,8–10 min,6270 Tønder,1,"hvid, rød",se beretning,2013,2,600,Danmark
12-05-2013,00:30,10 min,2720 Damhus Søen  Vanløse,3,"orange, rød",se beretning,2013,2,600,Danmark
13-05-2013,00:00,½ sek,9900 Frederikshavn,1,rød,se beretning,2013,2,0,Danmark
18-05-2013,21:33,1 min,7700 Thisted,1,"gul, sølv",se beretning,2013,2,60,Danmark
18-05-2013,22:10,3–4 min,4180 Sorø Camping  Sorø,2,rød,Balloner se beretning,2013,2,240,Danmark
18-05-2013,22:30,ca. 2 min,8850 Bjerringbro,4,"gul, orange",Balloner se beretning,2013,2,120,Danmark
19-05-2013,21:30,15 min,9330 Dronninglund,1,rød,se beretning,2013,2,900,Danmark
20-05-2013,00:00,ca. 8 min,4573 Tengslemark Lyng  Højby,1,ukendt,Balloner se beretning,2013,2,480,Danmark
25-05-2013,23:40,2–3 min,3630 Jægerspris,2,rød,Balloner se beretning,2013,2,180,Danmark
26-05-2013,01:48,8 min,2700 Brønshøj,8,ukendt,Balloner se beretning,2013,2,480,Danmark
26-05-2013,03:32,ca. 13–17 min,8000 Aarhus C,1,rød,Balloner se beretning,2013,2,1020,Danmark
30-05-2013,23:58,ca. 20 sek,2630 Tåstrup,2,hvid,se beretning,2013,2,20,Danmark
01-06-2013,24:00,?,3120 Dronningmølle,2,ukendt,Balloner se beretning,2013,2,0,Danmark
04-06-2013,00:10,?,2300 København S,1,"blå, grøn, gul",se beretning,2013,2,0,Danmark
06-06-2013,01:20,5,3200 Helsinge,1,hvid,se beretning,2013,2,300,Danmark
07-06-2013,23:00,10–15,4800 Nykøbing Falster,4,"blå, grøn, hvid, rød","se beretning fly, se forklaring",2013,2,600,Danmark
08-06-2013,01:25,1 min,8700 Horsens,1,"gul, hvid",se beretning,2013,2,60,Danmark
08-06-2013,18:00,ca. 1 min,2791 Dragør,1,"hvid, sølv",se beretning,2013,2,60,Danmark
10-06-2013,23:35,10 min,2650 Hvidovre,2,ukendt,se beretning,2013,2,600,Danmark
11-06-2013,23:10,5 min,6200 Aabenraa,3,hvid,se beretning,2013,2,300,Danmark
11-06-2013,23:25,5 min,5220 Odense SØ,2,"gul, rød",se beretning,2013,2,300,Danmark
22-06-2013,23:30,20 sek,4040 Jyllinge,2,gul,se beretning,2013,2,20,Danmark
23-06-2013,00:00,?,4100 Ringsted,1,rød,Balloner se beretning,2013,2,0,Danmark
24-06-2013,01:40,3–4 min,2000 Frederiksberg,1,rød,se beretning fly,2013,2,240,Danmark
24-06-2013,01:40,3–4 min,2100 Købenmhavn Ø,1,rød,se beretning,2013,2,240,Danmark
28-06-2013,03:00,15 min,8200 Arhus N,1,gul,se beretning,2013,2,900,Danmark
28-06-2013,23:00,ca. 60 sek,8471 Sabro,1,"hvid, rød",se beretning,2013,2,60,Danmark
18-06-2013,23:00,2 min,8723 Løsning,1,ukendt,se beretning,2013,3,120,Danmark
01-07-2013,23:02,3 min,4000 Roskilde,1,rød,se beretning,2013,3,180,Danmark
05-07-2013,00:05,ca. 1 min,4000 Roskilde,1,ukendt,Ballonerse beretning,2013,3,60,Danmark
07-07-2013,01:35,ca. 4–7 min,3000 Helsingør,1,"hvid, rød",Ballonerse beretning,2013,3,420,Danmark
12-07-2013,23:00,4–5 min,8000 Aarhus C,2,"rød, sort",Ballonerse beretning,2013,3,300,Danmark
12-07-2013,23:15,10 min,2770 Kastrup,1,rød,Ballonerse beretning,2013,3,600,Danmark
13-07-2013,22:30,5–10 sek,Flakkebjerg4200 Slagelse,2,hvid,se beretning,2013,3,10,Danmark
13-07-2013,22:50,10–15 sek,3550 Slangerup,2,rød,Ballonerse beretning,2013,3,15,Danmark
13-07-2013,23:00,ca. 5 min,3400 Hillerød,3,"hvid, rød",Ballonerse beretning,2013,3,300,Danmark
19-07-2013,23:06,3x1 min,4800 Nykøbing Falster,1,rød,Ballonerse beretning,2013,3,60,Danmark
19-07-2013,23:35,ca. 5 min,3060 Espergærde,2,"gul, hvid",se beretning,2013,3,300,Danmark
20-07-2013,04:00,2x15 sek,2100 København Ø,1,hvid,se beretning,2013,3,15,Danmark
22-07-2013,08:05,+20 sek,6400 Sønderborg,1,"blå, grå, sort",se beretning,2013,3,20,Danmark
22-07-2013,12:30,3–5 min,5220 Odense SØ,2,"grå, hvid",se beretning,2013,3,300,Danmark
23-07-2013,11:55,15 sek,3400 Hillerød,1,hvid,se beretning,2013,3,15,Danmark
23-07-2013,00:00,40 sek,2650 Hvidovre,1,sort,se beretning,2013,3,40,Danmark
23-07-2013,22:30,3–5 sek,4840 Nørre Alslev,4,ukendt,ildkuglese beretning,2013,3,5,Danmark
23-07-2013,23:05,ca. 10 min,Houstrup6830 Nørre Nebel,1,rød,se beretning,2013,3,600,Danmark
26-07-2013,21:31,10–12 sek,5750 Ringe,1,"grå, sort",se beretning,2013,3,12,Danmark
28-07-2013,00:20,1–2 min,2100 København Ø,2,grøn,se beretning,2013,3,120,Danmark
30-07-2013,00:30,2–3 min,3660 Stenløse,1,gul,Ballonerse beretning,2013,3,180,Danmark
30-07-2013,22:35,?,3751 Østermarie,1,ukendt,se beretning,2013,3,0,Danmark
02-08-2013,22:25,5 min,8654 Bryrup,3,ukendt,Ballonerse beretning,2013,3,300,Danmark
04-08-2013,22:35,2–3 min,4990 Sakskøbing,2,hvid,"Den internationale Rumstation, ISSse beretning",2013,3,180,Danmark
04-08-2013,23:15,6–8 sek,5560 Aarup,1,rød,se beretning,2013,3,8,Danmark
15-08-2013,22:15,20 sek,9700 Brønderslev,1,rød,se beretning,2013,3,20,Danmark
08-08-2013,00:05,2–3 min,Østerild7700 Thisted,1,hvid,se beretning,2013,3,180,Danmark
08-08-2013,21:51,ca. 2 min,2650 Hvidovre,1,"gul, hvid, rød",Ballonerse beretning,2013,3,120,Danmark
08-08-2013,22:30,?,5220 Odense SØ,1,ukendt,"Den internationale Rumstation, ISSse beretning",2013,3,0,Danmark
10-08-2013,22:55,2 min,Havebyen Mozart2450 København SV,1,ukendt,Ballonerse beretning,2013,3,120,Danmark
10-08-2013,23:50,1 t,5300 Kerteminde,1,ukendt,se beretning,2013,3,3600,Danmark
14-08-2013,00:28,4x2‑3 min,Kongsøre Camping4560 Vig,1,"gul, hvid, orange",se beretning,2013,3,180,Danmark
14-08-2013,11:30,7 sek,8000 Aarhus Havn,1,hvid,se beretning,2013,3,7,Danmark
14-08-2013,22:59,3–5 sek,4300 Holbæk,1,hvid,ildkuglese beretning,2013,3,5,Danmark
14-08-2013,23:20,1 min,2100 København Ø,2,ukendt,se beretning,2013,3,60,Danmark
15-08-2013,00:00,ca. 3 min,2200 København N,1,ukendt,se beretning,2013,3,180,Danmark
17-08-2013,22:00,10 sek,7100 Vejle,2,rød,se beretning,2013,3,10,Danmark
17-08-2013,22:55,5 min,6300 Gråsten,2,rød,Ballonerse beretning,2013,3,300,Danmark
19-08-2013,22:00,ca. 10 sek,2200 København N,1,"blå, rød",se beretning,2013,3,10,Danmark
22-08-2013,22:13,2 sek,2650 Hvidovre,1,gul,se beretning,2013,3,2,Danmark
23-08-2013,21:35,5–10 min+,2860 Søborg,2,ukendt,Ballonerse beretning,2013,3,600,Danmark
24-08-2013,21:40,5 min,8660 Skanderborg,2,ukendt,Ballonerse beretning,2013,3,300,Danmark
24-08-2013,22:05,2x4 min,9900 Fredrikshavn,7,ukendt,Ballonerse beretning,2013,3,240,Danmark
25-08-2013,22:16,3–4 sek,8220 Brabrand,1,hvid,se beretning,2013,3,4,Danmark
24-08-2013,22:45,2x1 min,4591 Føllenslev,2,hvid,se beretning,2013,3,60,Danmark
25-08-2013,23:15,6–8 sek,5560 Aarup,1,rød,Ballonerse beretning,2013,3,8,Danmark
26-08-2013,22:25,2 min,"6510 Fole,  Gram",1,hvid,sateliltse beretning,2013,3,120,Danmark
26-08-2013,23:30,3–4 min,3400 Hillerød,1,ukendt,Ballonerse beretning,2013,3,240,Danmark
27-08-2013,22:05,1–2 min,8000 Aarhus C,1,grå,se beretning,2013,3,120,Danmark
28-08-2013,17:31,1 min,4440 Mørkøv,2,sort,se beretning,2013,3,60,Danmark
28-08-2013,22:10,2 min,8620 Kjellerup,2,hvid,satellitse beretning,2013,3,120,Danmark
29-08-2013,18:30,fle­re min,Gundsømagle4040 Jyllinge,2,sort,se beretning,2013,3,0,Danmark
30-08-2013,00:00,ca. 1 t,5270 Odense N,3,"grøn, hvid",laserlysse beretning,2013,3,3600,Danmark
30-08-2013,23:55,ca. 10 min,2650 Hvidovre,4,gul,Ballonerse beretning,2013,3,600,Danmark
31-08-2013,21:47,30 sek,4700 Næstved,2,"hvid, rød",se beretning,2013,3,30,Danmark
05-09-2013,23:50,ca. 30 sek,6200 Aabenraa,2,"grå, hvid",se beretning,2013,3,30,Danmark
06-09-2013,22:38,30 sek,4300 Holbæk,2,ukendt,se beretning,2013,3,30,Danmark
07-09-2013,22:28,ca. 1 min,8940 Randers SV,2,rød,Ballonerse beretning,2013,3,60,Danmark
08-09-2013,00:00,ca. 30 min,4720 Præstø,1,gul,Ballonerse beretning,2013,3,1800,Danmark
12-09-2013,20:30,5 min,3650 Ølstykke,1,"hvid, rød",se beretning,2013,3,300,Danmark
13-09-2013,21:30,3 min,5700 Svendborg,4,ukendt,se beretning,2013,3,180,Danmark
13-09-2013,21:55,3 min,Kølstrup5300 Kerteminde,2,"hvid, orange",se beretning,2013,3,180,Danmark
13-09-2013,22:45,2 sek,6818 Årre,1,hvid,se beretning,2013,3,2,Danmark
14-09-2013,20:44,1 min,8370 Hadsten,1,rød,se beretning,2013,3,60,Danmark
19-09-2013,21:44,7 min,6710 Esbjerg V,1,hvid,se beretning,2013,3,420,Danmark
21-09-2013,22:30,5–7 min,3450 Allerød,4,"gul, orange",Ballonerse beretning,2013,3,420,Danmark
22-09-2013,01:45,30 sek,5700 Svendborg,2,"orange, rød",Ballonerse beretning,2013,3,30,Danmark
24-09-2013,23:30,2x15 sek,3000 Helsingør,1,ukendt,se beretning,2013,3,15,Danmark
27-09-2013,20:30,5 min,"6430 Havnbjerg,  Nordborg",3,ukendt,se beretning,2013,3,300,Danmark
27-09-2013,23:30,10 min,"5260 Højby,  Odense S",3,ukendt,Ballonerse beretning,2013,3,600,Danmark
28-09-2013,21:30,25 sek,6900 Skjern,1,hvid,se beretning,2013,3,25,Danmark
29-09-2013,21:15,15 sek,5771 Stenstrup,1,hvid,se beretning,2013,3,15,Danmark
30-09-2013,20:30,>1 t,8260 Viby J,3,"grøn, hvid, rød",se beretning,2013,3,3600,Danmark
20-12-2012,20:15,30 sek,7000 Fredericia,3,"gul, hvid",projektørlysse beretning,2013,4,30,Danmark
21-07-2013,21:35,14–16 min,4180 Sorø,3,rød,se beretning,2013,4,960,Danmark
27-09-2013,12:05,3–5 sek,4300 Holbæk,1,hvid,se beretning,2013,4,5,Danmark
01-10-2013,22:15,10 min,6900 Skjern,2,ukendt,se beretning,2013,4,600,Danmark
05-10-2013,23:20,ca. 2 min,4880 Nysted,1,hvid,se beretning,2013,4,120,Danmark
08-10-2013,21:00,7–8 sek,6623 Vorbasse,2,ukendt,se beretning,2013,4,8,Danmark
08-10-2013,22:45,1–3 min,4654 Fakse Ladeplads,1,rød,se beretning,2013,4,180,Danmark
11-10-2013,19:30,5 min,3920 QaqortoqGrønland,2,rød,se beretning,2013,4,300,Danmark
11-10-2013,20:20,10 min,8220 Brabrand,1,ukendt,se beretning,2013,4,600,Danmark
12-10-2013,21:40,3 min,3200 Helsinge,3,rød,se beretning,2013,4,180,Danmark
14-10-2013,10:06,10 sek,8920 Randers NV,2,"grå, sort",se beretning,2013,4,10,Danmark
14-10-2013,20:02,1–2 min,4583 Sjællands Odde,1,rød,se beretning,2013,4,120,Danmark
18-10-2013,19:30,10 min,"8300 Saxild,  Odder",1,"gul, hvid",Ballonerse beretning,2013,4,600,Danmark
18-10-2013,20:58,25 sek,8600 Silkeborg,2,ukendt,se beretning,2013,4,25,Danmark
18-10-2013,22:20,10 min,9800 Hjørring,1,ukendt,se beretning,2013,4,600,Danmark
19-10-2013,06:00,1 sek,8722 Hedensted,1,grå,se beretning,2013,4,1,Danmark
24-10-2013,20:27,15–20 min,"8990 Nørbæk,  Fårup",20,hvid,se beretning,2013,4,1200,Danmark
28-10-2013,00:00,5–10 min,4720 Præstø,1,hvid,se beretning,2013,4,600,Danmark
11-11-2013,19:06,ca. 2 min,Aalborg Lufthavn9400 Nørresundby,1,gul,se beretning,2013,4,120,Danmark
16-11-2013,21:00,ca. 1 min,2670 Greve,2,ukendt,se beretning,2013,4,60,Danmark
17-11-2013,17:36,3–5 sek,Skægkær8600 Silkeborg,1,hvid,ildkuglese beretning,2013,4,5,Danmark
17-11-2013,17:40,2–3 sek,5240 Odense NØ,3,hvid,ildkuglese beretning,2013,4,3,Danmark
17-11-2013,19:15,10 min,4800 Nykøbing F,3,rød,se beretning,2013,4,600,Danmark
22-11-2013,17:30,15 min,7430 Ikast,2,"blå, gul, hvid",se beretning,2013,4,900,Danmark
24-11-2013,15:55,<10 min,4660 Store Heddinge,5,"rød, sort",kondensstriberse beretning,2013,4,600,Danmark
24-11-2013,00:00,30 min,2740 Skovlunde,1,hvid,kondensstriberse beretning,2013,4,1800,Danmark
28-11-2013,21:40,3–4 sek,7700 Thisted,1,hvid,se beretning,2013,4,4,Danmark
28-11-2013,22:00,6 min,3650 Ølstykke,1,"grøn, hvid, rød",se beretning,2013,4,360,Danmark
28-11-2013,22:52,10 sek,8990 Fårup,1,ukendt,se beretning,2013,4,10,Danmark
30-11-2013,03:00,30 min,2760 Måløv,4,"blå, hvid, rød",se beretning,2013,4,1800,Danmark
01-12-2013,17:30,1 t,"7500 Sir,  Holstebro",3,gul,Venusse beretning,2013,4,3600,Danmark
02-12-2013,04:30,5 sek,"6700 Tresse,  Esbjerg",1,hvid,se beretning,2013,4,5,Danmark
02-12-2013,20:30,3 sek,8220 Brabrand,5,hvid,se beretning,2013,4,3,Danmark
04-12-2013,17:00,20 min,5900 Sydlangeland,1,hvid,se beretning,2013,4,1200,Danmark
07-12-2013,18:00,ca. 30 min,"4735 Sageby,  Mern",1,ukendt,se beretning,2013,4,1800,Danmark
22-12-2013,18:00,10 min,4720 Præstø,1,"gul, hvid",se beretning,2013,4,600,Danmark
26-12-2013,17:50,3 gan­ge á ca. 10 sek,2760 Måløv,1,hvid,se beretning,2013,4,10,Danmark
17-07-1982,23:10,3 min,3140 Ålsgårde,1,rød,se beretning,2012,1,180,Danmark
16-02-2009,21:30,ca. 35 min,2400 København NV,4,hvid,se beretning,2012,1,2100,Danmark
14-07-2009,19:42,?,Bagenkop Strand5935 Bagenkop,0,"grå, sølv",se beretning,2012,1,0,Danmark
11-10-2010,03:55,20 sek,5230 Odense M,42,ukendt,se beretning,2012,1,20,Danmark
15-05-2011,05:00,ca. 10 min,2730 Herlev,1,rød,Ballonerse beretning,2012,1,600,Danmark
15-11-2011,16:00,10 min,4700 Næstved,2,hvid,se beretning,2012,1,600,Danmark
27-12-2011,00:35,ca. 15 min,9900 Frederikshavn,1,hvid,Projektørlysse beretning,2012,1,900,Danmark
31-12-2011,22:00,ca. 30 sek,4040 Jyllinge,4,"orange, rød",se beretning,2012,1,30,Danmark
02-01-2012,18:15,2 min,"8600 Sinding,  Silkeborg",2,sort,se beretning,2012,1,120,Danmark
06-01-2012,19:50,3–5 min,9800 Hjørring,1,gul,se beretning,2012,1,300,Danmark
06-01-2012,20:50,ca. 5 min,2600 Glostrup,2,rød,Ballonerse beretning,2012,1,300,Danmark
07-01-2012,21:35,30–45 sek,2600 Glostrup,2,ukendt,Ballonerse beretning,2012,1,45,Danmark
11-01-2012,16:45,10–20 min,5000 Odense C,2,"brun, grå",se beretning,2012,1,1200,Danmark
12-01-2012,17:37,30 sek,"6230 Genner,  Rødekro",3,"brun, grå",se beretning,2012,1,30,Danmark
14-01-2012,18:46,60–90 sek,8766 Nørre Snede,2,gul,Ballonerse beretningfotosag,2012,1,90,Danmark
14-01-2012,22:57,ca. 3 min,2300 København S,1,"blå, rød",se beretning,2012,1,180,Danmark
20-01-2012,07:30,5–10 sek,3450 Allerød,1,"grå, sort",se beretning,2012,1,10,Danmark
23-01-2012,06:00,15 sek,5550 Langeskov,1,hvid,se beretning,2012,1,15,Danmark
24-01-2012,20:00,9 min,4920 Søllested,1,ukendt,Venusse beretning,2012,1,540,Danmark
25-01-2012,18:30,ca. 5 sek,3230 Græsted,2,ukendt,Ildkuglese beretning,2012,1,5,Danmark
28-01-2012,19:40,ca. 50 sek,8600 Silkeborg,1,ukendt,se beretning,2012,1,50,Danmark
28-01-2012,20:00,ca. 30 min,4600 Køge,4,gul,se beretning,2012,1,1800,Danmark
30-01-2012,18:12,ca. 15 sek,2625 Vallensbæk,1,hvid,se beretning,2012,1,15,Danmark
02-02-2012,18:25,5 min,3450 Allerød,1,ukendt,se beretning,2012,1,300,Danmark
03-02-2012,07:15,2 sek,6740 Bramming,2,"gul, hvid",se beretning,2012,1,2,Danmark
04-02-2012,20:00,2 min,8800 Viborg,2,rød,Ballonerse beretning,2012,1,120,Danmark
04-02-2012,20:00,1–1½ min,8800 Viborg,2,"hvid, rød",Ballonerse beretning,2012,1,60,Danmark
09-02-2012,10:32,3 sek,8320 Mårslet,1,ukendt,se beretning,2012,1,3,Danmark
09-02-2012,19:45,ca. 5 min,8870 Langå,1,ukendt,se beretning,2012,1,300,Danmark
12-02-2012,22:00,8–10 sek,9370 Hals,2,"gul, orange",se beretning,2012,1,10,Danmark
14-02-2012,22:25,?,9370 Hals,1,"gul, orange",se beretning,2012,1,0,Danmark
15-02-2012,18:30,er der sta­dig,8370 Hadsten,5,ukendt,se beretning,2012,1,0,Danmark
16-02-2012,21:50,20 min,9900 Frederiksavn,2,"blå, grøn, gul, hvid",se beretning,2012,1,1200,Danmark
17-02-2012,00:00,2–3 min,9000 Aalborg,1,"orange, rød",Ballonerse beretning,2012,1,180,Danmark
19-02-2012,20:53,?,4700 Næstved,1,ukendt,se beretning,2012,1,0,Danmark
29-02-2012,20:46,4 min,8800 Viborg,1,"hvid, orange",se beretning,2012,1,240,Danmark
01-03-2012,19:40,3–5 sek,4572 Nørre Asmindrup,1,hvid,se beretning,2012,1,5,Danmark
01-03-2012,20:35,4–5 sek,4200 Slagelse,1,hvid,se beretning,2012,1,5,Danmark
08-03-2012,20:00,over 1 t,6740 Darum,3,"gul, hvid",se beretning,2012,1,3600,Danmark
08-03-2012,21:19,ca. 45 sek,8680 Ry,1,"gul, orange",se beretning,2012,1,45,Danmark
11-03-2012,20:10,5 sek,2605 Brøndby,1,hvid,se beretning,2012,1,5,Danmark
16-03-2012,03:03,10 min,3790 Hasle,1,"hvid, sølv",se beretning,2012,1,600,Danmark
15-07-1979,19:45,ca. 5 min,7600 Struer,1,rød,se beretning,2012,2,300,Danmark
26-01-2012,00:00,?,2650 Hvidovre,1,"grå, rød, sort",se beretning,2012,2,0,Danmark
25-03-2012,11:00,3–5 min,Alken8660 Skanderborg,2,ukendt,se beretning,2012,2,300,Danmark
31-03-2012,01:00,5 sek,6705 Esbjerg Ø,1,hvid,se beretning,2012,2,5,Danmark
02-04-2012,22:00,?,8700 Horsens,1,ukendt,,2012,2,0,Danmark
03-04-2012,03:03,ca. 3 sek,2100 København Ø,1,ukendt,se beretning,2012,2,3,Danmark
03-04-2012,05:15,?,7660 Bækmarksbro,1,ukendt,ISSSe SUFOI’s kommentar,2012,2,0,Danmark
03-04-2012,18:00,3–4 min,Kjul Strand9850 Hitrshals,3,"rød, sølv",se beretning,2012,2,240,Danmark
03-04-2012,22:15,?,3370 Melby,2,ukendt,se beretning,2012,2,0,Danmark
07-04-2012,21:30,1 min,7700 Thisted,4,rød,se beretning,2012,2,60,Danmark
08-04-2012,19:15,2 min 30 sek,Stilling8660 Skanderborg,2,hvid,projektør/laserlysse beretning,2012,2,150,Danmark
08-04-2012,22:00,1 min,8600 Silkeborg,2,ukendt,projektør/laserlysse beretning,2012,2,60,Danmark
08-04-2012,00:00,10 min,Nr. Vissing8660 Skanderborg,1,hvid,projektør/laserlysse beretning,2012,2,600,Danmark
08-04-2012,22:20,ca. 6–7 min,Svejstrup Enge8660 Skanderborg,3,"gul, hvid",projektør/laserlysse beretning,2012,2,420,Danmark
08-04-2012,22:30,ca. 2½ t,Ejer Bavnehøj8660 Skanderborg,5,hvid,projektør/laserlysse beretning,2012,2,120,Danmark
08-04-2012,22:30,2 min,8660 Skanderborg,1,hvid,projektør/laserlysse beretning,2012,2,120,Danmark
08-04-2012,22:30,3 min,8680 Ry,1,hvid,projektør/laserlysse beretning,2012,2,180,Danmark
08-04-2012,22:35,20 min+,Svejstrup Enge8660 Skanderborg,2,hvid,projektør/laserlysse beretning,2012,2,1200,Danmark
08-04-2012,22:45,mere end ½ t,8751 Gedved,2,hvid,projektør/laserlysse beretning,2012,2,0,Danmark
08-04-2012,22:50,5 min,8600 Silkeborg,1,hvid,projektør/laserlysse beretning,2012,2,300,Danmark
08-04-2012,23:00,3–4 min,8660 Skanderborg,1,ukendt,projektør/laserlysse beretning,2012,2,240,Danmark
09-04-2012,00:30,15 min,8680 Ry,1,"gul, hvid",projektør/laserlysse beretning,2012,2,900,Danmark
09-04-2012,09:00,25 sek,7300 Jelling,2,hvid,se beretning,2012,2,25,Danmark
14-04-2012,21:49,ca. 1 min,6700 Esbjerg,2,ukendt,Ballonerse beretning,2012,2,60,Danmark
15-04-2012,20:37,3–4 min,4690 Haslev,2,sort,Ballonerse beretningfotosag,2012,2,240,Danmark
15-04-2012,21:10,1 min,4900 Nakskov,2,rød,Ballonerse beretningfotosag,2012,2,60,Danmark
15-04-2012,21:28,1–2 min,8660 Skanderborg,1,hvid,se beretning,2012,2,120,Danmark
15-04-2012,00:00,1 t,7800 // Skive/Holstebro/Ulfborg,1,"blå, hvid",se beretning,2012,2,3600,Danmark
16-04-2012,04:00,ca. 6 sek,2300 København S,1,hvid,se beretning,2012,2,6,Danmark
16-04-2012,22:00,nog­le min,3050 Humlebæk,4,hvid,"ISS, Den Internationale Rumstationse beretning",2012,2,0,Danmark
20-04-2012,04:00,3–5 sek,2630 Taastrup,1,ukendt,se beretning,2012,2,5,Danmark
21-04-2012,22:15,2–3 min,2700 Brønshøj,4,gul,se beretning,2012,2,180,Danmark
22-04-2012,21:15,2–3 min,2400 København NV,1,"blå, grøn, hvid, rød",se beretning,2012,2,180,Danmark
